model,horizon,n_origins,mean_LPS,MAE_model,RMSE_model,MAE_raw,RMSE_raw
SAR112,6,2,2.396153773743482,0.006666672704001786,0.008944782476555684,39.78596409182046,53.24765828950295
SAR112,7,2,2.1618538502266134,0.02244230604482006,0.028229347863677645,137.60090009678152,172.42590373053332
SAR112,8,2,1.981704987427269,0.025536639524799593,0.034373143873320494,158.9610501074976,213.61101046169085
SAR112,9,2,1.9097729397314953,0.030853191915044514,0.04060397170165963,193.57873495801505,254.31311625089938
SAR112,10,2,1.8583916312765683,0.03183769347162464,0.039629971741858436,202.11818968571424,250.80411998016925
SAR112,11,2,1.9370503666888457,0.02709089700710747,0.034895631102547266,171.96818163339913,220.98926924473278
SAR112,12,2,1.7230607211698301,0.03826076600299383,0.04337004310904582,243.3161099708541,274.4930834596656
SAR112,13,2,1.6978950543046114,0.042942187632557235,0.045133965084511486,274.16909817044643,286.9244214539206
SAR112,14,2,1.6478500228242996,0.045666956631204514,0.046782640230593586,287.1526191981666,293.2182573154189
SAR112,15,2,1.7367682060057397,0.03942986742551498,0.043618442247797935,233.3971564876615,257.07899077105174
SAR112,16,2,1.8232830019082296,0.035433746487740385,0.038842854566065003,199.68334302694575,217.83170799455678
SAR112,17,2,1.8706936195663593,0.021292955512474704,0.027577492155181932,115.85640285795807,149.28398496071247
SAR112,18,2,1.9074525581544584,0.017013146849263132,0.02277562801259507,91.84076191125087,122.56253395798902
SAR112,19,2,2.0268632773065995,0.01513459180742502,0.017070474077457782,78.13341709433598,87.63449172725332
SAR112,20,2,2.0696199262056636,0.014026115951393178,0.015902974496156977,69.3921170370404,78.37423220835169
SAR112,21,2,2.0455270383512874,0.011815073330996873,0.0120802193628725,61.44347918213407,62.60588235100675
SAR112,22,2,2.0888098705224483,0.0028827535166876875,0.003486471107156424,13.846706698256185,16.67918625110863
SAR112,23,2,2.0618006933755852,0.001038900500273953,0.0011596609758401926,5.205227450177972,5.782119782548676
SAR112,24,2,2.028444248184886,0.0070252910591348805,0.007132641930467164,32.43073738731255,32.8078147054292
SAR112,25,2,1.9935067829228945,0.01075380336368384,0.01104884905711473,48.61244123004872,50.245751684317405
SAR112,26,2,1.9777752897343137,0.0069166531665653536,0.008589534510302825,32.66952843618674,40.95223162460834
SAR112,27,2,2.0341418398039535,0.00479773933377595,0.004997984440117441,23.059377791720635,23.54015734977442
SAR112,28,2,1.9980967821886468,0.007068936396700559,0.008316789789704094,42.01084107024826,51.08607787755873
SAR112,29,2,1.9562411219552152,0.009287324084296153,0.011609892415473845,47.964281678177485,58.553378652060836
SAR112,30,2,1.8458584060177272,0.023891945643370417,0.02445523437859818,136.6058626858944,137.70057597703777
SAR112,31,2,1.5774093275905092,0.041291977528899515,0.041586824044546944,243.36311307180813,243.45960296933737
SAR112,32,2,1.4394753246270684,0.055293451367812385,0.0561576267183238,329.2727367910634,330.3803960755549
SAR112,33,2,1.3456070776880984,0.0664194857386945,0.06791758721086587,396.76174847025186,399.4260112992181
SAR112,34,2,1.1091960533822638,0.07119639611111456,0.07599062297531294,420.93203648335066,436.5769236455938
SAR112,35,2,1.0450545586624962,0.07814963604860768,0.08359864467156002,464.80185185180744,482.9026705738463
SAR112,36,2,0.785152588151817,0.08454029152378122,0.09169046211927406,504.19555257457614,530.7355837307148
SAR112,37,2,0.8235264507940513,0.08630284941974985,0.0951110930265795,519.0042554926358,555.4284547863515
SAR112,38,2,0.7118763516993193,0.08885054913701812,0.10168220188474772,525.292816141326,585.5700349982029
SAR112,39,2,1.0370237073715958,0.07666784068731819,0.09626946985717183,429.4441264081438,531.0947982166261
SAR112,40,2,0.9199852175144907,0.08104089931165878,0.09527901892636864,440.605119777912,508.69582381937107
SAR112,41,2,1.4734698285032026,0.05659590621983675,0.06452581373835263,305.8957615749973,341.45673946190726
SAR112,42,2,1.5406116580385225,0.0544764850420961,0.06493296136559387,291.92359574154807,342.8532830503151
SAR112,43,2,1.547002415571539,0.044402645272425614,0.061770959534316314,224.2504889753659,311.62412656586065
SAR112,44,2,1.6113416958842874,0.037342436750624056,0.04542706399840281,184.41892905294662,223.27379295757916
SAR112,45,2,1.6558715065117178,0.029119280819805447,0.039521458568950084,148.33877035239811,200.93931916864744
SAR112,46,2,1.6571051672640997,0.03399563270145846,0.039542759108040226,162.91612440045492,188.09941175713553
SAR112,47,2,1.7151834305402456,0.02176855598218538,0.026262823164098843,108.20180192470616,129.72248070780427
SAR112,48,2,1.6336428492604058,0.032918752809092934,0.03776252917019808,150.41402878457984,171.06605345841993
SAR112,49,2,1.7440036862110215,0.021469096008301117,0.028631774542445452,92.85669379033652,123.37933483159922
SAR112,50,2,1.72598346821212,0.025501464770291256,0.029606006679424247,111.79620238238476,127.27568323413023
SAR112,51,2,1.7543361812409397,0.027502633093551512,0.0377831684326864,118.84276653807774,161.99038367556784
