Horizon,LPS,MAE,RMSE
70,1.3861030419530669,142.73233915548994,177.8500089923092
71,1.3780254988192107,132.35294636905934,164.4002623161635
72,1.3522444683692585,136.1259720408091,169.04674567792844
73,1.324037642667249,150.19538342099673,181.59352570632714
74,1.266187041088231,168.44533861722738,216.9042393508921
75,1.1597301379318483,237.9839285776321,321.1253752203976
76,1.067273282775993,289.19995140044426,416.62057362931404
77,1.0167561906800295,320.63382499586965,439.41610525348636
78,0.7932522409401238,406.10245222447367,528.7689999186169
79,0.5681881643628531,461.96751337390117,585.1071696677217
80,0.4167370233728716,503.52369885519516,656.1164526696064
81,0.2767326877336645,544.834076537639,667.1516842882806
82,0.17945269027594135,579.6225934605957,714.5513838548886
83,0.25498623635308315,561.080269859364,705.214764634753
84,0.3282921778028772,559.8996418554924,699.1795165654252
85,0.4950934358371363,501.6730899704611,673.4204877362921
86,0.7401285488987049,425.16784122021494,628.3003382105518
87,0.862254287410122,401.76640218510016,618.7971493637338
88,0.8879589537086624,398.3061023285893,614.2249051528551
89,0.9116018712280881,411.2641003372101,558.5286101835014
90,0.9956459925800986,371.46820128104616,471.40903260871784
91,1.089087846436097,311.2561822107167,385.3268954924466
92,1.2066720302376333,247.83255548711753,302.50593749614154
93,1.2700108713646523,217.17394909663022,267.20764457417914
94,1.2586461517629728,214.21864729813223,260.83587909324007
95,1.207205246969473,226.9970357189614,268.88123052261807
96,1.1766210557643502,219.4582116157104,266.50769544438833
97,1.135879876214003,228.4736049091499,274.3027858637725
98,1.1466807933462033,238.88043465172007,274.794341532019
99,1.0733630626607635,284.83780252996917,341.59197746334087
100,0.9981666379396296,337.61754729146907,409.5002441334529
101,0.8567571545664153,410.2515571053118,477.40246072741735
102,0.7606152963786144,427.65635854609377,501.0118679664408
103,0.666938417822464,453.84129682399964,538.71943902236
104,0.5983492854050462,484.96068789045535,576.5861336143602
105,0.3697663767064058,564.2769056074343,678.3505253855768
106,0.36938669470302293,576.4868924745599,679.7705769550989
107,0.41179211735281107,580.9052746088354,685.8857656946063
108,0.35193751288967035,612.8891275228066,752.8894277628299
109,0.3522240750589246,585.7580570713277,811.6788174032242
110,0.49396711848126507,553.5410914157884,812.1637251157567
111,0.6571031684365072,550.4823610569678,796.6123010383553
112,0.7612328727386721,496.5181346755207,717.0834334120801
113,0.8410881281857361,463.27215704651667,642.594338358166
114,0.9183594952443194,412.8301098567577,547.3470249766912
115,1.05231477998346,333.0941135464784,432.4202229547243
116,1.1464726853887177,278.1524343342229,352.44884695658885
117,1.2211451479790847,232.7542080563984,302.2497525227543
118,1.2479681192946699,196.5846139107903,258.95300157487793
119,1.1927198880057084,199.8816130208984,264.3993251630497
120,1.1301549745828312,209.3674092069335,270.6826105947354
121,1.1016475261682925,217.32816200507472,276.14294294056117
122,1.082257809127198,251.1581377469445,297.58488804133265
123,1.0012174880226226,305.8458347807728,384.87304398216264
124,0.9150108829350359,381.0649540634177,479.46964853637775
125,0.7326355021460333,479.6740580398871,598.0831308931407
126,0.644356106729913,513.3001170178748,625.331111938114
127,0.530418253430463,546.8702738616602,639.5203380208035
128,0.49999565367065174,510.15894932404655,629.0703471005544
129,0.49256784559034955,496.70443869263426,596.354236597161
130,0.5010106023700427,500.7867918846662,591.1229386770052
131,0.5785005054474757,458.71771873913156,575.1790299852087
132,0.6447960128311768,449.7876641479265,576.5653044993946
133,0.7798119386814883,437.3500755839587,535.5152042287779
134,0.8637004470258968,418.4381119329007,526.3501157674917
135,0.905832796092481,410.2952275270572,506.48905156323826
136,0.969904826317203,370.23133001719395,472.36758845096523
137,1.0444407465970513,339.14459546969226,417.7764162258498
138,1.0902486906164357,298.03511963201873,366.252565395695
139,1.169617532586451,247.702193735238,310.68618417424517
140,1.2273724286178678,206.2503810878242,253.7767898757842
141,1.29646986053834,182.4833161198439,221.2790311557099
142,1.2718955073156308,182.0322443908744,215.37587322426788
143,1.2328019202507923,184.16795122704065,219.0356586881723
144,1.1720214896182408,201.51806242569492,234.5050969056318
145,1.179367286517523,193.46684644171617,225.12613269806099
146,1.1512124021248376,207.619629218678,248.65240074669128
147,1.0890669142869827,242.7790326047874,304.2425832040307
148,0.9699019341743483,306.84737783534,383.60448868466784
149,0.9217655347954513,343.96494851854527,405.13356880144994
150,0.7958376882247266,391.692467175085,472.1090972500125
151,0.7384015585314395,417.7987769263782,503.08197790600855
152,0.7443919782984397,388.84206396391045,505.8875890427326
153,0.6920564439500934,398.42105363723687,524.7784235425815
154,0.6364265596664277,405.3614268900828,516.3592746356702
155,0.5760473231539917,412.3193972330474,542.6112008223769
156,0.5882061381758716,409.7200754484675,547.7767196776997
157,0.6600052404944613,423.64558737558485,561.9108318400805
158,0.8138623492367985,388.56876679508434,520.9985413396633
159,0.9270711480210139,361.0063453997979,507.25777294187856
160,0.9707680278217711,342.4861386958067,492.1462522213767
161,1.0002799795095827,325.72461703159485,442.9785218794755
162,1.0700295931441228,284.7465500179206,374.79052489392853
163,1.1508345931225417,230.28610260749016,300.93298325845666
164,1.2014693986877283,208.3862474175702,262.2158179722721
165,1.267409144238114,186.22481988955744,231.3306363293421
166,1.2496252607172755,187.24489150854328,220.84145464786565
