Season,Hour_of_week,Pre_COVID,COVID,Difference
Winter,109,5686.147575757574,5447.1415,-239.00607575757385
Winter,110,5695.169545454546,5406.6765,-288.4930454545465
Winter,111,5667.54287878788,5423.7185,-243.82437878788005
Winter,112,5759.334999999998,5635.430499999999,-123.90449999999964
Winter,113,6080.168939393938,6147.696000000001,67.52706060606306
Winter,114,6574.082121212122,6777.209999999999,203.1278787878773
Winter,115,6553.963181818182,6770.316500000001,216.3533181818184
Winter,116,6302.0583333333325,6431.0985,129.04016666666757
Winter,117,6041.266060606061,6095.7519999999995,54.48593939393868
Winter,118,5677.882121212122,5759.0245,81.14237878787844
Winter,119,5366.484090909089,5357.048,-9.436090909089216
Winter,120,5519.316363636362,5368.584499999999,-150.7318636363634
Winter,121,5047.8353030303015,4952.559500000001,-95.27580303030027
Winter,122,4631.685303030302,4590.919,-40.76630303030197
Winter,123,4321.131212121211,4290.528,-30.603212121211072
Winter,124,4171.461363636364,4155.1625,-16.29886363636342
Winter,125,4158.455151515151,4130.092500000001,-28.36265151514999
Winter,126,4313.56606060606,4277.343500000001,-36.22256060605923
Winter,127,4703.002121212121,4622.095,-80.90712121212073
Winter,128,5042.367272727272,4983.128500000001,-59.23877272727168
Winter,129,5392.489393939394,5292.1055000000015,-100.38389393939269
Winter,130,5376.781818181819,5279.946,-96.83581818181938
Winter,131,5148.061060606061,5042.1435,-105.91756060606076
Winter,132,4970.432121212121,4853.178000000001,-117.25412121212048
Winter,133,4855.422878787879,4754.728999999999,-100.69387878787984
Winter,134,4857.72606060606,4787.1669999999995,-70.55906060606048
Winter,135,4877.619242424244,4870.4265,-7.192742424243988
Winter,136,5047.856212121213,5140.9265,93.07028787878698
Winter,137,5412.336969696968,5616.8635,204.5265303030328
Winter,138,5984.86409090909,6270.058999999999,285.1949090909093
Winter,139,5993.410151515151,6250.126,256.71584848484963
Winter,140,5740.514696969699,5930.247,189.7323030303014
Winter,141,5520.874545454546,5632.906000000001,112.03145454545484
Winter,142,5282.787272727276,5373.1810000000005,90.39372727272439
Winter,143,5092.846818181817,5058.1995,-34.647318181817354
Winter,144,5321.7904615384605,5140.809499999999,-180.9809615384611
Winter,145,4897.970153846154,4772.235,-125.73515384615439
Winter,146,4497.814615384614,4416.681,-81.13361538461413
Winter,147,4195.304307692309,4124.5095,-70.7948076923085
Winter,148,4048.341384615385,3982.6179999999986,-65.7233846153863
Winter,149,3999.8349230769236,3945.0534999999995,-54.78142307692406
Winter,150,4095.856923076923,4045.565,-50.29192307692301
Winter,151,4351.147692307692,4286.954,-64.19369230769189
Winter,152,4592.795384615384,4551.432000000001,-41.36338461538344
Winter,153,4930.684615384615,4845.651500000001,-85.03311538461458
Winter,154,4997.766615384614,4857.067999999999,-140.69861538461464
Winter,155,4866.640615384615,4675.694999999999,-190.94561538461585
Winter,156,4694.59523076923,4494.2315,-200.36373076922973
Winter,157,4612.6015384615375,4424.4105,-188.19103846153757
Winter,158,4638.391846153848,4480.537999999999,-157.8538461538492
Winter,159,4702.2495384615395,4617.476,-84.77353846153983
Winter,160,4945.4313846153855,4961.256500000001,15.825115384615856
Winter,161,5379.8469230769215,5536.574500000001,156.72757692307914
Winter,162,6020.288153846152,6289.5785,269.29034615384717
Winter,163,6102.129999999999,6294.457,192.32700000000114
Winter,164,5856.188461538461,5984.248,128.05953846153898
Winter,165,5606.000153846156,5681.108,75.10784615384455
Winter,166,5252.941384615385,5336.401999999999,83.46061538461436
Winter,167,4924.382615384617,4973.849,49.466384615383504
Spring,0,4587.690923076922,4414.258461538461,-173.4324615384612
Spring,1,4264.919538461539,4153.23,-111.68953846153909
Spring,2,3996.2289230769215,3903.230769230769,-92.99815384615249
Spring,3,3814.9044615384623,3743.613076923077,-71.29138461538514
Spring,4,3801.2940000000003,3734.3,-66.99400000000014
Spring,5,4040.3652307692314,3947.451538461538,-92.91369230769351
Spring,6,4612.699538461538,4457.223076923077,-155.47646153846108
Spring,7,5291.368,4987.903846153846,-303.46415384615466
Spring,8,5342.631384615388,4891.2276923076915,-451.4036923076965
Spring,9,5291.087076923077,4623.481538461539,-667.6055384615383
Spring,10,5172.03123076923,4388.58,-783.4512307692303
Spring,11,5098.259999999999,4238.068461538462,-860.1915384615377
Spring,12,5063.775846153848,4085.98076923077,-977.7950769230779
Spring,13,5060.482769230768,4000.384615384615,-1060.0981538461533
Spring,14,5132.179230769231,3959.0515384615383,-1173.127692307693
Spring,15,5167.271076923073,4060.69076923077,-1106.5803076923034
Spring,16,5342.936923076925,4413.336153846153,-929.6007692307721
Spring,17,5553.84169230769,4937.195384615386,-616.6463076923046
Spring,18,5650.922153846156,5297.75923076923,-353.16292307692584
Spring,19,5689.688,5407.299230769229,-282.3887692307708
Spring,20,5564.8341538461555,5268.546153846154,-296.2880000000014
Spring,21,5251.127230769232,4950.746153846155,-300.38107692307676
Spring,22,4845.333846153845,4623.640769230769,-221.69307692307575
Spring,23,4601.205999999997,4378.5623076923075,-222.6436923076899
Spring,24,4847.076923076923,4598.626153846153,-248.45076923076977
Spring,25,4479.22876923077,4316.136923076923,-163.09184615384675
Spring,26,4186.444461538464,4049.2669230769234,-137.17753846154028
Spring,27,3990.725692307692,3866.809230769231,-123.91646153846114
Spring,28,3969.5512307692297,3828.479230769231,-141.07199999999875
Spring,29,4191.67,3996.9707692307693,-194.69923076923078
Spring,30,4751.915230769231,4458.39076923077,-293.52446153846086
Spring,31,5429.133999999997,4943.382307692308,-485.75169230768915
Spring,32,5457.601846153846,4887.863846153846,-569.7380000000003
Spring,33,5380.065384615385,4701.284615384615,-678.7807692307697
Spring,34,5238.004615384615,4483.592307692308,-754.412307692307
Spring,35,5150.060000000001,4325.426923076923,-824.6330769230781
Spring,36,5092.8272307692305,4249.526923076924,-843.3003076923069
Spring,37,5068.630307692307,4222.922307692307,-845.7079999999996
Spring,38,5105.1673846153835,4259.455384615385,-845.7119999999986
Spring,39,5159.153076923077,4395.377692307693,-763.7753846153837
Spring,40,5333.038307692306,4714.16923076923,-618.8690769230761
Spring,41,5533.469538461539,5138.156923076924,-395.3126153846151
Spring,42,5652.491230769233,5507.494615384615,-144.99661538461805
Spring,43,5712.209384615385,5617.540769230769,-94.6686153846158
Spring,44,5592.6281538461535,5463.625384615385,-129.00276923076854
Spring,45,5280.956461538463,5140.53,-140.42646153846363
Spring,46,4868.5787692307695,4760.863076923078,-107.71569230769182
Spring,47,4623.040153846154,4520.004615384615,-103.03553846153864
Spring,48,4871.772153846153,4666.76,-205.01215384615261
Spring,49,4500.51676923077,4378.418461538462,-122.09830769230757
Spring,50,4218.403384615384,4113.03076923077,-105.37261538461462
Spring,51,4022.066923076924,3934.974615384616,-87.09230769230817
Spring,52,4012.114615384616,3897.814615384615,-114.30000000000109
Spring,53,4238.549692307692,4078.3546153846155,-160.19507692307616
Spring,54,4831.1744615384605,4543.8153846153855,-287.359076923075
Spring,55,5492.293076923077,5060.911538461538,-431.3815384615391
Spring,56,5494.961846153846,5081.197692307692,-413.76415384615393
Spring,57,5410.9133846153845,4957.956153846154,-452.9572307692306
Spring,58,5283.823692307694,4684.500769230769,-599.3229230769248
Spring,59,5196.893999999999,4498.959999999999,-697.9340000000002
Spring,60,5137.572769230771,4405.006153846155,-732.566615384616
Spring,61,5133.984000000002,4347.010769230768,-786.9732307692339
Spring,62,5183.151846153847,4403.001538461538,-780.1503076923091
Spring,63,5225.185846153847,4565.516153846153,-659.6696923076934
Spring,64,5384.39030769231,4850.994615384615,-533.3956923076948
Spring,65,5579.196615384614,5223.776153846154,-355.4204615384606
Spring,66,5665.301538461539,5527.431538461538,-137.8700000000008
Spring,67,5725.466461538462,5600.712307692307,-124.75415384615462
Spring,68,5609.569076923077,5404.575384615386,-204.99369230769116
Spring,69,5291.0247692307685,5052.914615384615,-238.11015384615348
Spring,70,4871.166307692307,4697.464615384616,-173.7016923076908
Spring,71,4622.537846153848,4457.126923076923,-165.41092307692452
Spring,72,4873.719538461539,4643.786153846153,-229.93338461538588
Spring,73,4488.48676923077,4330.033076923077,-158.45369230769302
Spring,74,4201.461076923076,4058.8346153846146,-142.62646153846117
Spring,75,3993.4975384615386,3864.881538461539,-128.61599999999953
Spring,76,3973.7436923076925,3828.7153846153838,-145.02830769230877
Spring,77,4221.333846153845,4026.2538461538466,-195.07999999999856
Spring,78,4803.508461538463,4489.58,-313.9284615384631
Spring,79,5480.572923076925,4952.78,-527.792923076925
Spring,80,5507.94507692308,4915.067692307692,-592.8773846153881
Spring,81,5424.302,4741.8099999999995,-682.4920000000002
Spring,82,5284.909076923077,4507.0199999999995,-777.8890769230775
Spring,83,5207.324307692308,4407.6053846153845,-799.7189230769236
Spring,84,5165.319076923078,4373.445384615385,-791.8736923076931
Spring,85,5170.174153846155,4373.036923076922,-797.1372307692327
Spring,86,5207.987692307694,4420.3099999999995,-787.6776923076941
Spring,87,5222.790769230768,4550.326923076923,-672.4638461538452
Spring,88,5363.972307692307,4815.013846153846,-548.958461538461
Spring,89,5540.93584615385,5183.279230769231,-357.6566153846197
Spring,90,5627.365230769229,5481.308461538461,-146.0567692307677
Spring,91,5681.082307692308,5560.85,-120.23230769230759
Spring,92,5603.564153846153,5394.993846153846,-208.57030769230732
Spring,93,5285.35123076923,5061.51,-223.8412307692297
Spring,94,4887.674923076922,4727.910769230769,-159.76415384615302
Spring,95,4651.59876923077,4477.829230769231,-173.769538461539
Spring,96,4884.700307692307,4653.013846153846,-231.68646153846112
Spring,97,4503.93923076923,4342.433076923077,-161.5061538461523
Spring,98,4201.124461538462,4070.9576923076916,-130.16676923077057
Spring,99,4007.7779999999993,3883.7200000000007,-124.05799999999863
Spring,100,3990.3450769230776,3860.9784615384615,-129.36661538461613
Spring,101,4203.284615384616,4036.623846153847,-166.6607692307689
Spring,102,4746.7298461538485,4450.6092307692315,-296.12061538461694
Spring,103,5389.040307692308,4928.74,-460.3003076923078
Spring,104,5405.524769230771,4888.133076923076,-517.3916923076949
Spring,105,5323.929846153847,4774.869230769232,-549.0606153846156
Spring,106,5198.529538461538,4514.083076923077,-684.4464615384613
Spring,107,5101.672153846154,4349.378461538462,-752.2936923076923
Spring,108,5028.9830769230775,4263.79076923077,-765.1923076923076
Spring,109,4974.663384615384,4274.346923076923,-700.3164615384603
Spring,110,4992.899076923078,4333.41076923077,-659.4883076923079
Spring,111,4998.225538461538,4467.214615384615,-531.0109230769231
Spring,112,5141.290615384615,4733.123076923077,-408.16753846153824
Spring,113,5311.897846153845,5127.113846153846,-184.78399999999965
Spring,114,5389.853230769231,5395.716153846153,5.862923076922016
Spring,115,5442.3867692307695,5488.197692307692,45.810923076922336
Spring,116,5364.44276923077,5336.588461538462,-27.854307692307884
Spring,117,5091.249846153845,5029.784615384615,-61.4652307692304
Spring,118,4772.27523076923,4726.89,-45.385230769229565
Spring,119,4570.614461538462,4501.013846153847,-69.60061538461468
Spring,120,4810.098923076924,4643.32076923077,-166.77815384615405
Spring,121,4414.416461538461,4304.289230769232,-110.12723076922885
Spring,122,4099.057846153845,4010.906923076923,-88.15092307692248
Spring,123,3873.728153846153,3802.443076923077,-71.28507692307585
Spring,124,3792.3833846153843,3729.8623076923077,-62.521076923076635
Spring,125,3863.6438461538464,3778.1376923076923,-85.50615384615412
Spring,126,4066.1355384615385,3923.7023076923074,-142.43323076923116
Spring,127,4386.706615384614,4134.656923076924,-252.04969230769075
Spring,128,4485.660461538462,4143.471538461538,-342.18892307692386
Spring,129,4538.228923076922,4114.0615384615385,-424.1673846153835
Spring,130,4460.579230769231,4027.956153846155,-432.62307692307604
Spring,131,4350.886769230768,3908.0376923076915,-442.84907692307615
Spring,132,4254.911230769232,3827.7500000000005,-427.1612307692317
Spring,133,4169.274307692309,3797.1638461538464,-372.11046153846246
Spring,134,4174.665692307692,3762.02,-412.64569230769166
Spring,135,4219.987230769231,3838.9276923076927,-381.0595384615385
Spring,136,4392.995846153847,4088.914615384615,-304.0812307692322
Spring,137,4626.4086153846165,4519.042307692308,-107.36630769230851
Spring,138,4831.860615384615,4922.143846153846,90.28323076923152
Spring,139,4962.296923076926,5094.647692307693,132.35076923076758
Spring,140,4910.7236923076925,4975.21846153846,64.49476923076782
Spring,141,4715.663076923078,4728.000769230769,12.337692307691214
Spring,142,4489.0929230769225,4524.813846153846,35.7209230769231
Spring,143,4380.563538461538,4352.273846153847,-28.28969230769053
Spring,144,4642.524307692306,4465.686153846154,-176.83815384615173
Spring,145,4278.589846153845,4168.949230769231,-109.64061538461465
Spring,146,3978.222923076923,3878.702307692308,-99.52061538461521
Spring,147,3746.4900000000016,3680.4053846153843,-66.08461538461734
Spring,148,3659.675692307692,3613.7169230769236,-45.95876923076821
Spring,149,3679.710153846154,3626.209230769231,-53.500923076922845
Spring,150,3779.569384615385,3726.8823076923077,-52.68707692307726
Spring,151,3993.4487692307684,3840.02,-153.42876923076847
Spring,152,4073.54123076923,3820.939999999999,-252.60123076923082
Spring,153,4156.561384615386,3763.686923076923,-392.8744615384626
Spring,154,4138.588,3658.5430769230775,-480.04492307692226
Spring,155,4090.594153846154,3537.136923076923,-553.457230769231
Spring,156,4047.123846153845,3385.665384615385,-661.4584615384601
Spring,157,4002.5498461538455,3272.197692307692,-730.3521538461537
Spring,158,4030.580307692308,3304.665384615385,-725.9149230769231
Spring,159,4130.326153846152,3556.556923076923,-573.7692307692291
Spring,160,4364.584307692308,3897.3846153846152,-467.1996923076931
Spring,161,4677.6641538461545,4406.962307692307,-270.7018461538473
Spring,162,4931.820000000001,4853.524615384616,-78.29538461538505
Spring,163,5081.195538461537,5039.923076923077,-41.27246153845954
Spring,164,5020.8186153846145,4949.516153846153,-71.3024615384611
Spring,165,4784.447538461539,4667.989230769231,-116.45830769230815
Spring,166,4469.698923076923,4384.482307692308,-85.21661538461558
Spring,167,4305.6132307692305,4206.403076923077,-99.21015384615384
